text,label,sentiment,source,model
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",2,positive,original,—
A PLUMBING business has announced it is sponsoring a professional darts player .,1,neutral,original,—
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",0,negative,original,—
"Tesla announces the launch of its new solar roof tile product line, set to be available for customer orders starting next quarter.",1,neutral,synthetic,mistral:7b
"Q3 earnings report shows a 15% profit increase for TechCo, surpassing analysts' expectations.",2,positive,synthetic,mistral:7b
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,1,neutral,original,—
Q4 earnings report reveals a 12% year-on-year revenue decline for tech giant XYZ Corporation.,0,negative,synthetic,mistral:7b
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",2,positive,original,—
Boeing announces a $2.5 billion fourth-quarter loss due to ongoing 737 MAX issues.,0,negative,synthetic,mistral:7b
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1,neutral,original,—
"Microsoft announces the launch of its new cloud-based productivity suite, aimed at expanding its offerings in digital workspace solutions.",1,neutral,synthetic,mistral:7b
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",2,positive,original,—
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,2,positive,original,—
"Q3 earnings report shows a 15% profit increase for XYZ Corporation, surpassing analysts' expectations.",2,positive,synthetic,mistral:7b
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1,neutral,original,—
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",1,neutral,original,—
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",2,positive,original,—
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",2,positive,original,—
The optimization of the steel components heating process will reduce the energy consumption .,2,positive,original,—
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",0,negative,original,—
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",1,neutral,original,—
"Q3 earnings report reveals a 15% increase in profits for TechCorp, surpassing analyst expectations.",2,positive,synthetic,mistral:7b
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",1,neutral,original,—
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,1,neutral,original,—
Tech giant Q4 earnings surge 25% due to strong consumer demand and successful product launches.,2,positive,synthetic,mistral:7b
Amazon announces the launch of a new sustainability initiative focused on reducing packaging waste.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud service, Azure Arc, expanding its cloud offerings to edge and multi-cloud environments.",1,neutral,synthetic,mistral:7b
Microsoft Corporation announces a new strategic partnership with Adobe Systems to enhance cloud services offerings.,1,neutral,synthetic,mistral:7b
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,2,positive,original,—
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",0,negative,original,—
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",1,neutral,original,—
"According to Bosse , the present cooperation is beneficial to all parties , however .",2,positive,original,—
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,2,positive,original,—
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",2,positive,original,—
Net profit in the period in 2009 was ( EURO ) 29 million .,1,neutral,original,—
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",1,neutral,original,—
"Under Finnish law , Parliament grants licences to build nuclear power plants .",1,neutral,original,—
"Tech giant Google parent Alphabet Inc. announces the launch of a new AI research initiative, focusing on developing advanced language models.",1,neutral,synthetic,mistral:7b
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",2,positive,original,—
IBM announces the launch of a new cloud-based data analytics service for small businesses.,1,neutral,synthetic,mistral:7b
A huge issue for us is the button placement .,1,neutral,original,—
Goldman Sachs announces the appointment of Jane Thompson as Chief Operating Officer for its Investment Management Division.,1,neutral,synthetic,mistral:7b
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",1,neutral,original,—
Nordic Walking was first used as a summer training method by cross-country skiers .,1,neutral,original,—
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",1,neutral,original,—
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,1,neutral,original,—
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,2,positive,original,—
"Nike Inc. announces the launch of a new line of sustainable shoes, set to hit stores next month.",1,neutral,synthetic,mistral:7b
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,1,neutral,original,—
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0,negative,original,—
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,1,neutral,original,—
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",2,positive,original,—
The new chain has 700 discount stores and 250 supermarkets .,1,neutral,original,—
